Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
12/30/17,"Place in Greenwich Village, New York",2017-12-30T20:13:01-05:00,2017-12-30T20:55:51-05:00,2570,40.728046,-73.998903,,
12/30/17,"Place in Jackson Heights, New York",2017-12-30T21:16:14-05:00,2017-12-31T00:00:00-05:00,9826,40.749913,-73.889089,,
12/31/17,"Place in Jackson Heights, New York",2017-12-31T00:00:00-05:00,2017-12-31T14:30:01-05:00,52201,40.749913,-73.889089,,
1/1/18,"Place in Jackson Heights, New York",2018-01-01T01:05:03-05:00,2018-01-01T10:51:54-05:00,35211,40.75098,-73.888307,,
1/1/18,Place in New York,2018-01-01T11:12:37-05:00,2018-01-01T12:46:19-05:00,5622,40.763955,-73.976673,,
1/1/18,"Place in Carroll Gardens, Brooklyn",2018-01-01T13:06:10-05:00,2018-01-01T16:59:26-05:00,13996,40.676279,-73.998769,,
1/1/18,"Place in Greenwich Village, New York",2018-01-01T17:09:11-05:00,2018-01-01T18:37:31-05:00,5300,40.728046,-73.998903,,
1/1/18,"Place in Jackson Heights, New York",2018-01-01T19:26:54-05:00,2018-01-01T19:32:23-05:00,329,40.747161,-73.891718,,
1/1/18,"Place in Jackson Heights, New York",2018-01-01T19:43:34-05:00,2018-01-02T00:00:00-05:00,15386,40.75098,-73.888307,,
1/1/18,"Place in Jackson Heights, New York",2018-01-01T01:05:03-05:00,2018-01-01T10:51:54-05:00,35211,40.75098,-73.888307,,
1/1/18,Place in New York,2018-01-01T11:12:37-05:00,2018-01-01T12:46:19-05:00,5622,40.763955,-73.976673,,
1/1/18,"Place in Carroll Gardens, Brooklyn",2018-01-01T13:06:10-05:00,2018-01-01T16:59:26-05:00,13996,40.676279,-73.998769,,
1/1/18,"Place in Greenwich Village, New York",2018-01-01T17:09:11-05:00,2018-01-01T18:37:31-05:00,5300,40.728046,-73.998903,,
1/1/18,"Place in Jackson Heights, New York",2018-01-01T19:26:54-05:00,2018-01-01T19:32:23-05:00,329,40.747161,-73.891718,,
1/1/18,"Place in Jackson Heights, New York",2018-01-01T19:43:34-05:00,2018-01-02T00:00:00-05:00,15386,40.75098,-73.888307,,
1/2/18,"Place in Jackson Heights, New York",2018-01-02T00:00:00-05:00,2018-01-02T06:46:22-05:00,24382,40.75098,-73.888307,,
1/3/18,Place in New York,2018-01-03T12:13:18-05:00,2018-01-04T00:00:00-05:00,42402,40.763942,-73.976157,,
1/4/18,Place in New York,2018-01-04T00:00:00-05:00,2018-01-04T05:27:15-05:00,19635,40.763942,-73.976157,,
1/5/18,"Place in SoHo, New York",2018-01-05T05:50:55-05:00,2018-01-05T09:00:58-05:00,11403,40.725592,-74.003882,,
1/5/18,"Place in Jackson Heights, New York",2018-01-05T09:27:03-05:00,2018-01-05T13:52:10-05:00,15907,40.749531,-73.887654,,
1/5/18,"Place in Greenwich Village, New York",2018-01-05T13:56:12-05:00,2018-01-06T00:00:00-05:00,36228,40.728046,-73.998903,,
1/6/18,"Place in Greenwich Village, New York",2018-01-06T00:00:00-05:00,2018-01-06T08:35:35-05:00,30935,40.728046,-73.998903,,
1/6/18,Place in New York,2018-01-06T09:15:34-05:00,2018-01-06T13:38:05-05:00,15751,40.764299,-73.976169,,
1/8/18,"Place in Jackson Heights, New York",2018-01-08T15:46:06-05:00,2018-01-08T16:12:43-05:00,1597,40.750538,-73.888632,,
1/8/18,"Place in Elmhurst, New York",2018-01-08T16:36:26-05:00,2018-01-08T17:06:50-05:00,1824,40.735662,-73.874303,,
1/9/18,"Place in Jackson Heights, New York",2018-01-09T11:58:38-05:00,2018-01-10T00:00:00-05:00,43282,40.749372,-73.88862,,
1/10/18,"Place in Jackson Heights, New York",2018-01-10T00:00:00-05:00,2018-01-10T08:20:30-05:00,30030,40.749372,-73.88862,,
1/10/18,"Place in Upper East Side, New York",2018-01-10T08:47:34-05:00,2018-01-10T10:06:21-05:00,4727,40.762735,-73.965674,,
1/10/18,"Place in Clinton, New York",2018-01-10T10:37:30-05:00,2018-01-10T11:48:50-05:00,4280,40.761818,-74.000724,,
1/10/18,Place in New York,2018-01-10T12:48:18-05:00,2018-01-10T17:55:03-05:00,18405,40.76105,-73.977212,,
1/10/18,"Place in Jackson Heights, New York",2018-01-10T18:35:29-05:00,2018-01-10T19:28:50-05:00,3201,40.746418,-73.894122,,
1/10/18,"Place in Woodside, New York",2018-01-10T19:36:07-05:00,2018-01-10T19:46:07-05:00,600,40.745378,-73.90465,,
1/10/18,"Place in Jackson Heights, New York",2018-01-10T20:01:29-05:00,2018-01-11T00:00:00-05:00,14311,40.75098,-73.888307,,
1/11/18,"Place in Jackson Heights, New York",2018-01-11T00:00:00-05:00,2018-01-11T04:55:26-05:00,17726,40.75098,-73.888307,,
1/11/18,"Place in Queens, New York",2018-01-11T05:00:42-05:00,2018-01-11T05:01:32-05:00,50,40.774252,-73.870706,,
1/11/18,"Place in Queens, New York",2018-01-11T05:04:47-05:00,2018-01-11T05:57:31-05:00,3164,40.774913,-73.874109,,
1/11/18,Place in Eastie-Jeffries Point,2018-01-11T06:52:38-05:00,2018-01-11T07:21:17-05:00,1719,42.36041,-71.019711,,
1/11/18,"Place in Massachusetts Institute of Technology, Cambridge",2018-01-11T08:02:03-05:00,2018-01-11T08:05:16-05:00,193,42.361079,-71.087212,,
1/11/18,"Place in Greenwich Village, New York",2018-01-11T08:11:46-05:00,2018-01-11T18:42:47-05:00,37861,40.728046,-73.998903,,
1/11/18,Place in Eastie-Jeffries Point,2018-01-11T18:58:42-05:00,2018-01-11T19:47:11-05:00,2909,42.366541,-71.016604,,
1/13/18,"Place in Flatiron District, New York",2018-01-13T08:58:43-05:00,2018-01-13T09:07:47-05:00,544,40.740304,-73.990912,,
1/13/18,"Place in Flatiron District, New York",2018-01-13T09:20:56-05:00,2018-01-13T10:43:51-05:00,4975,40.738176,-73.992374,,
1/13/18,"Place in Flatiron, New York",2018-01-13T10:49:51-05:00,2018-01-13T10:53:31-05:00,220,40.736407,-73.990966,,
1/13/18,"Place in Flatiron District, New York",2018-01-13T11:02:57-05:00,2018-01-13T13:58:28-05:00,10531,40.738453,-73.993618,,
1/13/18,"Place in East Village, New York",2018-01-13T14:08:44-05:00,2018-01-13T14:36:32-05:00,1668,40.722851,-73.98815,,
1/13/18,"Place in Greenwich Village, New York",2018-01-13T14:53:12-05:00,2018-01-13T16:32:51-05:00,5979,40.729016,-73.998392,,
1/13/18,"Place in Bedford–Stuyvesant, Brooklyn",2018-01-13T16:49:37-05:00,2018-01-13T16:54:21-05:00,284,40.679943,-73.955547,,
1/13/18,"Place in Crown Heights, Brooklyn",2018-01-13T17:02:06-05:00,2018-01-13T18:31:59-05:00,5393,40.677298,-73.957528,,
1/13/18,"Place in Bowery, New York",2018-01-13T18:55:23-05:00,2018-01-13T20:18:07-05:00,4964,40.721769,-73.991711,,
1/13/18,"Place in Jackson Heights, New York",2018-01-13T21:02:34-05:00,2018-01-14T00:00:00-05:00,10646,40.75098,-73.888307,,
1/14/18,"Place in Jackson Heights, New York",2018-01-14T00:00:00-05:00,2018-01-14T14:05:19-05:00,50719,40.75098,-73.888307,,
1/14/18,"Place in Jackson Heights, New York",2018-01-14T14:11:15-05:00,2018-01-14T14:17:07-05:00,352,40.747898,-73.88717,,
1/14/18,"Place in Jackson Heights, New York",2018-01-14T14:17:07-05:00,2018-01-14T14:43:22-05:00,1575,40.747621,-73.885415,,
1/14/18,"Place in Boerum Hill, Brooklyn",2018-01-14T15:14:18-05:00,2018-01-14T18:26:24-05:00,11526,40.680834,-73.981685,,
1/14/18,Place in Gramercy Park,2018-01-14T18:49:57-05:00,2018-01-14T22:38:03-05:00,13686,40.738363,-73.98579,,
1/14/18,"Place in Jackson Heights, New York",2018-01-14T22:57:23-05:00,2018-01-15T00:00:00-05:00,3757,40.750678,-73.888228,,
1/15/18,"Place in Jackson Heights, New York",2018-01-15T00:00:00-05:00,2018-01-15T12:37:37-05:00,45457,40.750678,-73.888228,,
1/15/18,"Place in Jackson Heights, New York",2018-01-15T12:40:19-05:00,2018-01-15T13:09:35-05:00,1756,40.749777,-73.883766,,
1/15/18,"Place in Jackson Heights, New York",2018-01-15T13:19:28-05:00,2018-01-15T17:39:03-05:00,15575,40.750678,-73.888228,,
1/18/18,"Place in Garment District, New York",2018-01-18T10:19:30-05:00,2018-01-18T10:29:31-05:00,601,40.756944,-73.990455,,
1/18/18,"Place in Theatre District, New York",2018-01-18T10:29:31-05:00,2018-01-18T12:22:21-05:00,6770,40.756532,-73.988569,,
1/18/18,Place in New York,2018-01-18T12:30:55-05:00,2018-01-18T12:43:01-05:00,726,40.755911,-73.980511,,
1/18/18,Place in New York,2018-01-18T12:47:16-05:00,2018-01-18T13:13:05-05:00,1549,40.753646,-73.980905,,
1/18/18,"Place in Jackson Heights, New York",2018-01-18T13:35:40-05:00,2018-01-18T14:10:49-05:00,2109,40.746477,-73.890381,,
1/19/18,Place in Flushing,2018-01-19T17:56:10-05:00,2018-01-19T17:58:46-05:00,156,40.759666,-73.830359,,
1/19/18,Place in Flushing,2018-01-19T18:03:00-05:00,2018-01-19T18:05:59-05:00,179,40.760834,-73.827204,,
1/19/18,Place in Flushing,2018-01-19T18:20:28-05:00,2018-01-19T18:47:48-05:00,1640,40.759716,-73.829577,,
1/19/18,Place in Flushing,2018-01-19T18:51:33-05:00,2018-01-19T20:45:10-05:00,6817,40.759807,-73.82892,,
1/19/18,"Place in Jackson Heights, New York",2018-01-19T21:20:34-05:00,2018-01-20T00:00:00-05:00,9566,40.750678,-73.888228,,
1/20/18,"Place in Jackson Heights, New York",2018-01-20T00:00:00-05:00,2018-01-20T11:11:09-05:00,40269,40.750678,-73.888228,,
1/20/18,"Place in Elmhurst, New York",2018-01-20T11:20:40-05:00,2018-01-20T12:14:04-05:00,3204,40.743549,-73.888158,,
1/20/18,Place in New York,2018-01-20T12:47:20-05:00,2018-01-20T17:01:37-05:00,15257,40.761097,-73.977651,,
1/20/18,"Place in Long Island City, New York",2018-01-20T17:23:39-05:00,2018-01-20T19:18:06-05:00,6867,40.753764,-73.929256,,
1/20/18,"Place in Jackson Heights, New York",2018-01-20T19:41:15-05:00,2018-01-20T20:07:18-05:00,1563,40.7471,-73.892326,,
1/20/18,"Place in Jackson Heights, New York",2018-01-20T20:12:32-05:00,2018-01-21T00:00:00-05:00,13648,40.750358,-73.888242,,
1/21/18,"Place in Jackson Heights, New York",2018-01-21T00:00:00-05:00,2018-01-21T10:31:53-05:00,37913,40.750358,-73.888242,,
1/21/18,Place in New York,2018-01-21T11:16:05-05:00,2018-01-21T14:47:34-05:00,12689,40.76105,-73.977212,,
1/21/18,"Place in Jackson Heights, New York",2018-01-21T15:09:03-05:00,2018-01-21T17:23:52-05:00,8089,40.750538,-73.888632,,
1/21/18,"Place in Jackson Heights, New York",2018-01-21T17:28:07-05:00,2018-01-21T17:54:23-05:00,1576,40.748639,-73.891739,,
1/21/18,"Place in Jackson Heights, New York",2018-01-21T17:58:35-05:00,2018-01-21T19:49:34-05:00,6659,40.750358,-73.888242,,
1/21/18,"Place in Jackson Heights, New York",2018-01-21T19:54:30-05:00,2018-01-21T21:30:37-05:00,5767,40.747788,-73.891244,,
1/21/18,"Place in Jackson Heights, New York",2018-01-21T21:36:32-05:00,2018-01-22T00:00:00-05:00,8608,40.749696,-73.88821,,
1/22/18,"Place in Jackson Heights, New York",2018-01-22T00:00:00-05:00,2018-01-22T08:37:54-05:00,31074,40.749696,-73.88821,,
1/22/18,"Place in Flatiron District, New York",2018-01-22T09:14:24-05:00,2018-01-22T13:06:09-05:00,13905,40.73814,-73.992942,,
1/22/18,"Place in Flatiron District, New York",2018-01-22T13:12:26-05:00,2018-01-22T16:32:03-05:00,11977,40.738637,-73.993908,,
1/22/18,"Place in North Side, Brooklyn",2018-01-22T17:09:48-05:00,2018-01-22T18:35:01-05:00,5113,40.720498,-73.962805,,
1/22/18,"Place in North Side, Brooklyn",2018-01-22T18:48:04-05:00,2018-01-22T19:35:51-05:00,2867,40.718093,-73.952311,,
1/22/18,"Place in Jackson Heights, New York",2018-01-22T19:49:05-05:00,2018-01-22T21:44:02-05:00,6897,40.750678,-73.888228,,
1/22/18,"Place in LeFrak City, New York",2018-01-22T21:54:07-05:00,2018-01-23T00:00:00-05:00,7553,40.727973,-73.863096,,
1/23/18,"Place in LeFrak City, New York",2018-01-23T00:00:00-05:00,2018-01-23T00:05:58-05:00,358,40.727973,-73.863096,,
1/23/18,"Place in Elmhurst, New York",2018-01-23T00:21:22-05:00,2018-01-23T00:41:25-05:00,1203,40.745634,-73.878966,,
1/23/18,"Place in Elmhurst, New York",2018-01-23T00:49:56-05:00,2018-01-23T01:11:43-05:00,1307,40.746908,-73.877435,,
1/23/18,"Place in LeFrak City, New York",2018-01-23T01:59:36-05:00,2018-01-23T02:31:56-05:00,1940,40.728205,-73.863452,,
1/23/18,"Place in Jackson Heights, New York",2018-01-23T02:47:01-05:00,2018-01-23T09:14:17-05:00,23236,40.75098,-73.888307,,
1/23/18,"Place in Chelsea, New York",2018-01-23T09:35:49-05:00,2018-01-23T14:27:38-05:00,17509,40.742327,-74.004263,,
1/26/18,"Place in Elmhurst, New York",2018-01-26T17:35:42-05:00,2018-01-26T18:10:43-05:00,2101,40.743352,-73.883143,,
1/26/18,"Place in Jackson Heights, New York",2018-01-26T18:35:00-05:00,2018-01-26T19:25:33-05:00,3033,40.747611,-73.882077,,
1/26/18,"Place in Jackson Heights, New York",2018-01-26T20:16:49-05:00,2018-01-27T00:00:00-05:00,13391,40.750678,-73.888228,,
1/27/18,"Place in Jackson Heights, New York",2018-01-27T00:00:00-05:00,2018-01-27T07:58:12-05:00,28692,40.750678,-73.888228,,
1/27/18,"Place in Jackson Heights, New York",2018-01-27T08:02:05-05:00,2018-01-27T08:11:57-05:00,592,40.747608,-73.884709,,
1/27/18,Place in Flushing,2018-01-27T08:32:52-05:00,2018-01-27T09:36:35-05:00,3823,40.758852,-73.830426,,
1/27/18,Place in New York,2018-01-27T10:24:23-05:00,2018-01-27T16:49:14-05:00,23091,40.76105,-73.977212,,
1/27/18,"Place in Long Island City, New York",2018-01-27T17:24:55-05:00,2018-01-27T18:23:08-05:00,3493,40.755864,-73.928166,,
1/27/18,"Place in Long Island City, New York",2018-01-27T18:29:55-05:00,2018-01-27T20:47:16-05:00,8241,40.754887,-73.923777,,
1/27/18,"Place in Jackson Heights, New York",2018-01-27T20:58:34-05:00,2018-01-28T00:00:00-05:00,10886,40.750678,-73.888228,,
1/28/18,"Place in Jackson Heights, New York",2018-01-28T00:00:00-05:00,2018-01-28T09:15:52-05:00,33352,40.750678,-73.888228,,
1/28/18,Place in BoCoCa,2018-01-28T10:13:39-05:00,2018-01-28T11:25:45-05:00,4326,40.683955,-73.995004,,
1/28/18,"Place in Carroll Gardens, Brooklyn",2018-01-28T11:38:19-05:00,2018-01-28T12:47:49-05:00,4170,40.676701,-73.998355,,
1/28/18,"Place in Jackson Heights, New York",2018-01-28T13:49:27-05:00,2018-01-28T16:44:12-05:00,10485,40.75052,-73.887831,,
1/28/18,Place in Flushing,2018-01-28T17:36:52-05:00,2018-01-28T20:04:26-05:00,8854,40.759412,-73.829365,,
1/28/18,"Place in Jackson Heights, New York",2018-01-28T20:28:15-05:00,2018-01-29T00:00:00-05:00,12705,40.750678,-73.888228,,
1/29/18,"Place in Jackson Heights, New York",2018-01-29T00:00:00-05:00,2018-01-29T09:28:35-05:00,34115,40.750678,-73.888228,,
1/29/18,Place in New York,2018-01-29T10:32:34-05:00,2018-01-29T11:48:52-05:00,4578,40.76105,-73.977212,,
1/29/18,Place in New York,2018-01-29T11:54:41-05:00,2018-01-29T12:16:11-05:00,1290,40.757917,-73.979357,,
1/29/18,Place in New York,2018-01-29T12:19:49-05:00,2018-01-29T16:26:20-05:00,14791,40.76105,-73.977212,,
1/29/18,"Place in North Side, Brooklyn",2018-01-29T16:48:34-05:00,2018-01-29T17:01:49-05:00,795,40.717109,-73.958744,,
1/29/18,"Place in North Side, Brooklyn",2018-01-29T17:08:49-05:00,2018-01-29T18:50:57-05:00,6128,40.720144,-73.962879,,
1/29/18,"Place in Jackson Heights, New York",2018-01-29T19:34:16-05:00,2018-01-30T00:00:00-05:00,15944,40.75098,-73.888307,,
1/30/18,"Place in Jackson Heights, New York",2018-01-30T00:00:00-05:00,2018-01-30T11:16:10-05:00,40570,40.75098,-73.888307,,
2/1/18,"Place in Jackson Heights, New York",2018-02-01T09:49:32-05:00,2018-02-01T10:45:44-05:00,3372,40.747212,-73.891358,,
2/1/18,Place in New York,2018-02-01T10:54:09-05:00,2018-02-01T14:16:50-05:00,12161,40.760692,-73.977293,,
2/1/18,Place in New York,2018-02-01T14:27:46-05:00,2018-02-01T15:12:29-05:00,2683,40.753304,-73.980383,,
2/1/18,"Place in Jackson Heights, New York",2018-02-01T15:56:55-05:00,2018-02-01T16:12:33-05:00,938,40.748937,-73.889459,,
2/1/18,"Place in Jackson Heights, New York",2018-02-01T16:19:20-05:00,2018-02-02T00:00:00-05:00,27640,40.750678,-73.888228,,
2/2/18,"Place in Jackson Heights, New York",2018-02-02T00:00:00-05:00,2018-02-02T10:52:53-05:00,39173,40.750678,-73.888228,,
2/2/18,"Place in Jackson Heights, New York",2018-02-02T14:16:33-05:00,2018-02-02T14:37:58-05:00,1285,40.746477,-73.890381,,
2/2/18,"Place in Jackson Heights, New York",2018-02-02T14:41:48-05:00,2018-02-03T00:00:00-05:00,33492,40.75098,-73.888307,,
2/3/18,"Place in Jackson Heights, New York",2018-02-03T00:00:00-05:00,2018-02-03T13:07:57-05:00,47277,40.75098,-73.888307,,
2/3/18,"Place in Jackson Heights, New York",2018-02-03T13:32:45-05:00,2018-02-03T13:40:14-05:00,449,40.756035,-73.881,,
2/3/18,"Place in Elmhurst, New York",2018-02-03T14:08:48-05:00,2018-02-03T15:36:35-05:00,5267,40.74368,-73.887339,,
2/4/18,"Place in Jackson Heights, New York",2018-02-04T11:39:43-05:00,2018-02-04T15:17:27-05:00,13064,40.750678,-73.888228,,
2/4/18,"Place in Jackson Heights, New York",2018-02-04T15:20:10-05:00,2018-02-04T16:22:02-05:00,3712,40.74732,-73.890417,,
2/4/18,"Place in Jackson Heights, New York",2018-02-04T16:33:54-05:00,2018-02-05T00:00:00-05:00,26766,40.749696,-73.88821,,
2/5/18,"Place in Jackson Heights, New York",2018-02-05T00:00:00-05:00,2018-02-05T06:32:21-05:00,23541,40.749696,-73.88821,,
2/7/18,"Place in Jackson Heights, New York",2018-02-07T06:18:14-05:00,2018-02-07T10:25:52-05:00,14858,40.750538,-73.888632,,
2/7/18,"Place in Carroll Gardens, Brooklyn",2018-02-07T11:28:34-05:00,2018-02-07T11:34:17-05:00,343,40.676279,-73.998769,,
2/7/18,"Place in Greenwich Village, New York",2018-02-07T11:36:27-05:00,2018-02-07T12:03:18-05:00,1611,40.728046,-73.998903,,
2/7/18,Place in BoCoCa,2018-02-07T12:12:59-05:00,2018-02-07T13:31:09-05:00,4690,40.683955,-73.995004,,
2/7/18,"Place in Carroll Gardens, Brooklyn",2018-02-07T13:38:46-05:00,2018-02-07T13:47:04-05:00,498,40.676279,-73.998769,,
2/11/18,Place in Weymouth,2018-02-11T23:59:45-05:00,2018-02-12T00:00:00-05:00,15,42.215933,-70.930749,,
2/12/18,Place in Weymouth,2018-02-12T00:00:00-05:00,2018-02-12T07:56:17-05:00,28577,42.215933,-70.930749,,
2/12/18,"Place in Massachusetts Institute of Technology, Cambridge",2018-02-12T08:44:01-05:00,2018-02-12T21:16:02-05:00,45121,42.36262,-71.086973,,
2/13/18,"Place in Massachusetts Institute of Technology, Cambridge",2018-02-13T08:50:32-05:00,2018-02-13T08:54:59-05:00,267,42.360668,-71.087127,,
2/13/18,"Place in Massachusetts Institute of Technology, Cambridge",2018-02-13T08:59:00-05:00,2018-02-13T11:57:39-05:00,10719,42.360668,-71.087127,,
2/13/18,"Place in Back Bay West, Boston",2018-02-13T12:05:13-05:00,2018-02-13T12:05:14-05:00,1,42.349045,-71.084454,,
2/13/18,"Place in Back Bay West, Boston",2018-02-13T12:08:58-05:00,2018-02-13T20:52:04-05:00,31386,42.348162,-71.087576,,
2/13/18,Place in Quincy,2018-02-13T23:45:14-05:00,2018-02-14T00:00:00-05:00,886,42.229092,-71.010024,,
2/14/18,Place in Quincy,2018-02-14T00:00:00-05:00,2018-02-14T22:44:29-05:00,81869,42.229092,-71.010024,,
2/15/18,"Place in Massachusetts Institute of Technology, Cambridge",2018-02-15T08:18:09-05:00,2018-02-15T14:41:22-05:00,22993,42.361194,-71.087552,,
2/15/18,"Place in North End, Boston",2018-02-15T15:18:54-05:00,2018-02-15T22:11:08-05:00,24734,42.363295,-71.056072,,
2/16/18,Place in South Yarmouth,2018-02-16T12:23:13-05:00,2018-02-16T14:54:36-05:00,9083,41.667281,-70.185704,,
2/16/18,Place in Truro,2018-02-16T16:37:37-05:00,2018-02-16T16:41:24-05:00,227,41.994678,-70.048982,,
2/16/18,Place in Truro,2018-02-16T17:11:59-05:00,2018-02-16T17:15:51-05:00,232,42.001789,-70.023305,,
2/16/18,Place in Dennis Port,2018-02-16T18:33:09-05:00,2018-02-16T19:33:54-05:00,3645,41.666291,-70.126075,,
2/16/18,Place in Weymouth,2018-02-16T21:39:37-05:00,2018-02-17T00:00:00-05:00,8423,42.215933,-70.930749,,
2/17/18,Place in Weymouth,2018-02-17T00:00:00-05:00,2018-02-17T13:58:13-05:00,50293,42.215933,-70.930749,,
2/17/18,Place in Uncasville,2018-02-17T13:58:13-05:00,2018-02-17T14:08:42-05:00,629,41.484085,-72.099121,,
2/18/18,"Place in Jackson Heights, New York",2018-02-18T07:00:31-05:00,2018-02-18T08:41:27-05:00,6056,40.750974,-73.887904,,
2/18/18,Place in BoCoCa,2018-02-18T09:09:12-05:00,2018-02-18T09:11:12-05:00,120,40.686769,-73.99377,,
2/18/18,Place in BoCoCa,2018-02-18T09:15:01-05:00,2018-02-18T14:01:07-05:00,17166,40.683955,-73.995004,,
2/18/18,"Place in Jackson Heights, New York",2018-02-18T15:11:23-05:00,2018-02-19T00:00:00-05:00,31717,40.748937,-73.889459,,
2/19/18,"Place in Jackson Heights, New York",2018-02-19T00:00:00-05:00,2018-02-19T01:56:01-05:00,6961,40.748937,-73.889459,,
